event_id,commence_time,home_team,away_team,home_spread,away_spread,total_line,home_ml,away_ml,favorite,underdog,spread,twinspires_away_spread,twinspires_away_spread_price,twinspires_home_spread,twinspires_home_spread_price,twinspires_over,twinspires_over_price,twinspires_under,twinspires_under_price,twinspires_away_ml,twinspires_home_ml,draftkings_away_spread,draftkings_away_spread_price,draftkings_home_spread,draftkings_home_spread_price,draftkings_over,draftkings_over_price,draftkings_under,draftkings_under_price,draftkings_away_ml,draftkings_home_ml,barstool_away_spread,barstool_away_spread_price,barstool_home_spread,barstool_home_spread_price,barstool_over,barstool_over_price,barstool_under,barstool_under_price,barstool_away_ml,barstool_home_ml,unibet_away_spread,unibet_away_spread_price,unibet_home_spread,unibet_home_spread_price,unibet_over,unibet_over_price,unibet_under,unibet_under_price,unibet_away_ml,unibet_home_ml,williamhill_us_away_spread,williamhill_us_away_spread_price,williamhill_us_home_spread,williamhill_us_home_spread_price,williamhill_us_over,williamhill_us_over_price,williamhill_us_under,williamhill_us_under_price,williamhill_us_away_ml,williamhill_us_home_ml,sugarhouse_over,sugarhouse_over_price,sugarhouse_under,sugarhouse_under_price,sugarhouse_away_spread,sugarhouse_away_spread_price,sugarhouse_home_spread,sugarhouse_home_spread_price,sugarhouse_away_ml,sugarhouse_home_ml,mybookieag_over,mybookieag_over_price,mybookieag_under,mybookieag_under_price,mybookieag_away_spread,mybookieag_away_spread_price,mybookieag_home_spread,mybookieag_home_spread_price,mybookieag_away_ml,mybookieag_home_ml,betrivers_over,betrivers_over_price,betrivers_under,betrivers_under_price,betrivers_away_spread,betrivers_away_spread_price,betrivers_home_spread,betrivers_home_spread_price,betrivers_away_ml,betrivers_home_ml,betonlineag_over,betonlineag_over_price,betonlineag_under,betonlineag_under_price,betonlineag_away_spread,betonlineag_away_spread_price,betonlineag_home_spread,betonlineag_home_spread_price,betonlineag_away_ml,betonlineag_home_ml,wynnbet_over,wynnbet_over_price,wynnbet_under,wynnbet_under_price,wynnbet_away_spread,wynnbet_away_spread_price,wynnbet_home_spread,wynnbet_home_spread_price,wynnbet_away_ml,wynnbet_home_ml,betmgm_over,betmgm_over_price,betmgm_under,betmgm_under_price,betmgm_away_spread,betmgm_away_spread_price,betmgm_home_spread,betmgm_home_spread_price,betmgm_away_ml,betmgm_home_ml,fanduel_away_spread,fanduel_away_spread_price,fanduel_home_spread,fanduel_home_spread_price,fanduel_over,fanduel_over_price,fanduel_under,fanduel_under_price,fanduel_away_ml,fanduel_home_ml,betus_away_spread,betus_away_spread_price,betus_home_spread,betus_home_spread_price,betus_over,betus_over_price,betus_under,betus_under_price,betus_away_ml,betus_home_ml,lowvig_over,lowvig_over_price,lowvig_under,lowvig_under_price,lowvig_away_spread,lowvig_away_spread_price,lowvig_home_spread,lowvig_home_spread_price,lowvig_away_ml,lowvig_home_ml,pointsbetus_away_spread,pointsbetus_away_spread_price,pointsbetus_home_spread,pointsbetus_home_spread_price,pointsbetus_over,pointsbetus_over_price,pointsbetus_under,pointsbetus_under_price,intertops_away_spread,intertops_away_spread_price,intertops_home_spread,intertops_home_spread_price,intertops_over,intertops_over_price,intertops_under,intertops_under_price,intertops_away_ml,intertops_home_ml,gtbets_away_spread,gtbets_away_spread_price,gtbets_home_spread,gtbets_home_spread_price,gtbets_over,gtbets_over_price,gtbets_under,gtbets_under_price,gtbets_away_ml,gtbets_home_ml,bovada_home_spread,bovada_home_spread_price,bovada_away_spread,bovada_away_spread_price,bovada_over,bovada_over_price,bovada_under,bovada_under_price,bovada_home_ml,bovada_away_ml,year
7dd3e8ce5f196385df39f98593ab2bed,2022-03-24T23:09:00Z,Gonzaga Bulldogs,Arkansas Razorbacks,-9.6,9.6,154.8,-506,380,Gonzaga Bulldogs,Arkansas Razorbacks,-9.6,9.5,-110.0,-9.5,-110.0,155.0,-108.0,155.0,-114.0,360.0,-500.0,9.5,-110.0,-9.5,-110.0,155.0,-110.0,155.0,-110.0,385.0,-526.0,9.5,-110.0,-9.5,-110.0,155.0,-108.0,155.0,-114.0,380.0,-500.0,9.5,-115.0,-9.5,-115.0,155.0,-112.0,155.0,-118.0,350.0,-556.0,9.5,-110.0,-9.5,-110.0,154.5,-110.0,154.5,-110.0,360.0,-476.0,155.0,-108.0,155.0,-114.0,9.5,-110.0,-9.5,-110.0,380.0,-500.0,154.5,-110.0,154.5,-110.0,9.5,-110.0,-9.5,-110.0,395.0,-526.0,155.0,-108.0,155.0,-114.0,9.5,-110.0,-9.5,-110.0,380.0,-500.0,154.5,-108.0,154.5,-108.0,9.5,-101.0,-9.5,-111.0,395.0,-500.0,155.0,-110.0,155.0,-110.0,9.5,-110.0,-9.5,-110.0,400.0,-526.0,154.5,-110.0,154.5,-110.0,9.5,-110.0,-9.5,-110.0,340.0,-455.0,9.5,-110.0,-9.5,-110.0,155.0,-110.0,155.0,-110.0,375.0,-500.0,9.5,-110.0,-9.5,-110.0,154.5,-110.0,154.5,-110.0,400.0,-500.0,154.5,-108.0,154.5,-108.0,9.5,-101.0,-9.5,-111.0,395.0,-500.0,10.5,-115.0,-10.5,-105.0,155.5,-105.0,155.5,-115.0,9.5,-110.0,-9.5,-110.0,154.5,-110.0,154.5,-110.0,370.0,-500.0,9.5,-109.0,-9.5,-109.0,154.5,-109.0,154.5,-109.0,410.0,-526.0,,,,,,,,,,,2022
75079f06eb42fe88a7cd0e98142b37fd,2022-03-24T23:29:00Z,Villanova Wildcats,Michigan Wolverines,-5.0,5.0,135.3,-233,187,Villanova Wildcats,Michigan Wolverines,-5.0,5.0,-109.0,-5.0,-112.0,135.0,-110.0,135.0,-109.0,188.0,-233.0,5.0,-110.0,-5.0,-110.0,135.5,-110.0,135.5,-110.0,190.0,-233.0,5.0,-109.0,-5.0,-112.0,135.0,-110.0,135.0,-109.0,190.0,-233.0,5.0,-114.0,-5.0,-116.0,135.0,-115.0,135.0,-115.0,180.0,-250.0,5.0,-110.0,-5.0,-110.0,135.0,-110.0,135.0,-110.0,190.0,-233.0,135.0,-110.0,135.0,-109.0,5.0,-109.0,-5.0,-112.0,190.0,-233.0,135.5,-110.0,135.5,-110.0,5.0,-110.0,-5.0,-110.0,185.0,-227.0,135.0,-110.0,135.0,-109.0,5.0,-109.0,-5.0,-112.0,190.0,-233.0,,,,,,,,,,,135.5,-110.0,135.5,-110.0,5.0,-110.0,-5.0,-110.0,195.0,-238.0,135.5,-110.0,135.5,-110.0,4.5,-105.0,-4.5,-115.0,180.0,-227.0,5.0,-110.0,-5.0,-110.0,135.0,-110.0,135.0,-110.0,188.0,-233.0,5.0,-110.0,-5.0,-110.0,135.5,-110.0,135.5,-110.0,185.0,-227.0,,,,,,,,,,,5.0,-110.0,-5.0,-110.0,136.5,-110.0,136.5,-110.0,5.5,-110.0,-5.5,-110.0,135.5,-110.0,135.5,-110.0,185.0,-227.0,,,,,,,,,,,,,,,,,,,,,2022
f15e8f6b9e1f30f5868da689e242ce11,2022-03-25T01:39:00Z,Duke Blue Devils,Texas Tech Red Raiders,1.0,-1.0,137.1,-106,-114,Texas Tech Red Raiders,Duke Blue Devils,-1.0,-1.0,-109.0,1.0,-112.0,137.0,-114.0,137.0,-108.0,-115.0,-108.0,-1.0,-110.0,1.0,-110.0,137.0,-110.0,137.0,-110.0,-115.0,-105.0,-1.0,-109.0,1.0,-112.0,137.0,-114.0,137.0,-108.0,-110.0,-108.0,-1.0,-114.0,1.0,-116.0,137.0,-118.0,137.0,-111.0,-120.0,-110.0,-1.0,-110.0,1.0,-110.0,137.0,-110.0,137.0,-110.0,-115.0,-105.0,137.0,-114.0,137.0,-108.0,-1.0,-109.0,1.0,-112.0,-110.0,-108.0,137.5,-110.0,137.5,-110.0,-1.0,-110.0,1.0,-110.0,-114.0,-108.0,137.0,-114.0,137.0,-108.0,-1.0,-109.0,1.0,-112.0,-110.0,-108.0,,,,,,,,,,,137.0,-110.0,137.0,-110.0,-1.0,-110.0,1.0,-110.0,-115.0,-105.0,137.5,-110.0,137.5,-110.0,-1.5,-105.0,1.5,-115.0,-115.0,-105.0,-1.0,-110.0,1.0,-110.0,137.5,-110.0,137.5,-110.0,-118.0,-102.0,-1.0,-110.0,1.0,-110.0,137.5,-110.0,137.5,-110.0,,,,,,,,,,,,,-1.0,-110.0,1.0,-110.0,136.5,-115.0,136.5,-105.0,-1.0,-110.0,1.0,-110.0,137.5,-110.0,137.5,-110.0,-115.0,-105.0,,,,,,,,,,,,,,,,,,,,,2022
9932a3b5ca76e12d12da944549c0c0d7,2022-03-26T02:00:00Z,Miami Hurricanes,Iowa State Cyclones,-2.5,2.5,132.8,-146,123,Miami Hurricanes,Iowa State Cyclones,-2.5,2.5,-109.0,-2.5,-110.0,132.5,-114.0,132.5,-108.0,120.0,-147.0,2.5,-110.0,-2.5,-110.0,133.0,-110.0,133.0,-110.0,125.0,-145.0,2.5,-109.0,-2.5,-110.0,132.5,-114.0,132.5,-108.0,125.0,-147.0,2.5,-114.0,-2.5,-116.0,132.5,-118.0,132.5,-112.0,115.0,-152.0,2.5,-110.0,-2.5,-110.0,133.0,-110.0,133.0,-110.0,125.0,-145.0,132.5,-114.0,132.5,-108.0,2.5,-109.0,-2.5,-110.0,125.0,-147.0,133.0,-110.0,133.0,-110.0,3.0,-110.0,-3.0,-110.0,130.0,-149.0,132.5,-114.0,132.5,-108.0,2.5,-109.0,-2.5,-110.0,125.0,-147.0,,,,,,,,,,,133.0,-110.0,133.0,-110.0,2.5,-110.0,-2.5,-110.0,125.0,-145.0,133.5,-110.0,133.5,-110.0,,,,,120.0,-145.0,2.5,-110.0,-2.5,-110.0,133.0,-110.0,133.0,-110.0,116.0,-141.0,2.5,-110.0,-2.5,-110.0,133.0,-110.0,133.0,-110.0,125.0,-145.0,,,,,,,,,,,2.5,-105.0,-2.5,-115.0,132.5,-115.0,132.5,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
db1b94e0103dbd4b3c3f606f497c254b,2022-03-25T23:09:00Z,Purdue Boilermakers,Saint Peter's Peacocks,-12.5,12.5,133.6,-973,620,Purdue Boilermakers,Saint Peter's Peacocks,-12.5,12.5,-112.0,-12.5,-109.0,133.5,-108.0,133.5,-114.0,600.0,-1000.0,,,,,,,,,,,12.5,-112.0,-12.5,-109.0,133.5,-108.0,133.5,-114.0,600.0,-1000.0,12.5,-116.0,-12.5,-114.0,133.5,-112.0,133.5,-118.0,575.0,-1250.0,,,,,,,,,,,,,,,,,,,,,133.5,-110.0,133.5,-110.0,12.0,-110.0,-12.0,-110.0,625.0,-909.0,133.5,-108.0,133.5,-114.0,12.5,-112.0,-12.5,-109.0,600.0,-1000.0,134.0,-103.0,134.0,-112.0,12.5,-106.0,-12.5,-106.0,640.0,-909.0,133.5,-110.0,133.5,-110.0,12.5,-110.0,-12.5,-110.0,650.0,-1000.0,,,,,,,,,,,,,,,,,,,,,12.5,-110.0,-12.5,-110.0,133.5,-110.0,133.5,-110.0,650.0,-909.0,134.0,-103.0,134.0,-112.0,12.5,-106.0,-12.5,-106.0,640.0,-909.0,,,,,,,,,12.5,-110.0,-12.5,-110.0,133.5,-110.0,133.5,-110.0,600.0,-909.0,12.5,-109.0,-12.5,-109.0,133.5,-109.0,133.5,-109.0,635.0,-909.0,,,,,,,,,,,2022
7133412e3d95acc1b29f9c5578e2d8ba,2022-03-25T02:00:00Z,Arizona Wildcats,Houston Cougars,-1.5,1.5,145.4,-125,89,Arizona Wildcats,Houston Cougars,-1.5,1.5,-109.0,-1.5,-110.0,145.5,-109.0,145.5,-110.0,102.0,-123.0,1.5,-105.0,-1.5,-115.0,145.5,-110.0,145.5,-110.0,105.0,-125.0,1.5,-109.0,-1.5,-110.0,145.5,-109.0,145.5,-110.0,104.0,-123.0,1.5,-114.0,-1.5,-115.0,145.5,-114.0,145.5,-115.0,-102.0,-130.0,1.5,-110.0,-1.5,-110.0,145.5,-110.0,145.5,-110.0,105.0,-125.0,145.5,-109.0,145.5,-110.0,1.5,-109.0,-1.5,-110.0,104.0,-123.0,145.0,-110.0,145.0,-110.0,1.5,-110.0,-1.5,-110.0,105.0,-125.0,145.5,-109.0,145.5,-110.0,1.5,-109.0,-1.5,-110.0,104.0,-123.0,,,,,,,,,,,145.0,-110.0,145.0,-110.0,1.5,-110.0,-1.5,-110.0,,,145.5,-110.0,145.5,-110.0,1.5,-110.0,-1.5,-110.0,105.0,-125.0,1.5,-110.0,-1.5,-110.0,145.5,-110.0,145.5,-110.0,105.0,-127.0,1.5,-110.0,-1.5,-110.0,145.5,-110.0,145.5,-110.0,,,145.0,-108.0,145.0,-108.0,1.5,-108.0,-1.5,-104.0,105.0,-125.0,1.5,-105.0,-1.5,-115.0,146.5,-110.0,146.5,-110.0,1.5,-110.0,-1.5,-110.0,145.0,-110.0,145.0,-110.0,110.0,-130.0,1.5,-109.0,-1.5,-109.0,145.0,-109.0,145.0,-109.0,105.0,-125.0,,,,,,,,,,,2022
1c51982df83639a36b2a012871a03e88,2022-03-26T22:00:00Z,Southern Utah Thunderbirds,Portland Pilots,-4.0,4.0,154.9,-183,157,Southern Utah Thunderbirds,Portland Pilots,-4.0,,,,,,,,,,,4.0,-110.0,-4.0,-110.0,155.0,-110.0,155.0,-110.0,155.0,-179.0,,,,,,,,,,,,,,,,,,,,,4.0,-110.0,-4.0,-110.0,155.0,-110.0,155.0,-110.0,160.0,-189.0,,,,,,,,,,,154.5,-110.0,154.5,-110.0,4.0,-110.0,-4.0,-110.0,155.0,-185.0,,,,,,,,,,,155.0,-108.0,155.0,-108.0,4.0,-106.0,-4.0,-106.0,160.0,-179.0,154.5,-110.0,154.5,-110.0,4.0,-110.0,-4.0,-110.0,,,,,,,,,,,,,4.0,-110.0,-4.0,-110.0,155.5,-110.0,155.5,-110.0,150.0,-185.0,4.0,-110.0,-4.0,-110.0,155.0,-110.0,155.0,-110.0,160.0,-179.0,155.0,-108.0,155.0,-108.0,4.0,-106.0,-4.0,-106.0,160.0,-179.0,4.0,-110.0,-4.0,-110.0,154.5,-110.0,154.5,-110.0,,,,,,,,,,,4.0,-109.0,-4.0,-109.0,155.0,-109.0,155.0,-109.0,155.0,-185.0,-4.0,-110.0,4.0,-110.0,155.0,-110.0,155.0,-110.0,-185.0,160.0,2022
558420e9e87283e442906cb6253e55bf,2022-03-29T00:00:00Z,South Alabama Jaguars,Coastal Carolina Chanticleers,-2.9,2.9,137.4,-151,130,South Alabama Jaguars,Coastal Carolina Chanticleers,-2.9,,,,,,,,,,,2.5,-110.0,-2.5,-110.0,137.5,-115.0,137.5,-105.0,130.0,-149.0,,,,,,,,,,,,,,,,,,,,,3.0,-110.0,-3.0,-110.0,137.5,-110.0,137.5,-110.0,140.0,-161.0,,,,,,,,,,,137.5,-110.0,137.5,-110.0,3.0,-110.0,-3.0,-110.0,130.0,-149.0,,,,,,,,,,,137.5,-112.0,137.5,-103.0,2.5,-101.0,-2.5,-111.0,125.0,-145.0,137.0,-110.0,137.0,-110.0,3.0,-110.0,-3.0,-110.0,130.0,-159.0,,,,,,,,,,,2.5,-110.0,-2.5,-110.0,137.0,-114.0,137.0,-106.0,128.0,-154.0,3.0,-110.0,-3.0,-110.0,137.5,-110.0,137.5,-110.0,130.0,-149.0,137.5,-112.0,137.5,-103.0,2.5,-101.0,-2.5,-111.0,125.0,-145.0,3.5,-110.0,-3.5,-110.0,137.5,-110.0,137.5,-110.0,,,,,,,,,,,3.0,-109.0,-3.0,-109.0,137.5,-109.0,137.5,-109.0,130.0,-149.0,-3.0,-110.0,3.0,-110.0,137.5,-110.0,137.5,-110.0,-149.0,130.0,2022
9e9dc1b656f0253f816b8a09efb3d8b5,2022-03-29T23:00:00Z,Xavier Musketeers,St. Bonaventure Bonnies,1.9,-1.9,140.6,110,-131,St. Bonaventure Bonnies,Xavier Musketeers,-1.9,,,,,,,,,,,-1.5,-115.0,1.5,-105.0,140.5,-110.0,140.5,-110.0,-125.0,105.0,,,,,,,,,,,,,,,,,,,,,-2.0,-110.0,2.0,-110.0,140.5,-110.0,140.5,-110.0,-130.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,-103.0,140.5,-112.0,-2.0,-106.0,2.0,-106.0,-130.0,110.0,141.0,-110.0,141.0,-110.0,-2.0,-110.0,2.0,-110.0,-145.0,120.0,,,,,,,,,,,-2.0,-110.0,2.0,-110.0,140.5,-110.0,140.5,-110.0,-130.0,108.0,-2.0,-110.0,2.0,-110.0,140.5,-110.0,140.5,-110.0,-130.0,110.0,140.5,-103.0,140.5,-112.0,-2.0,-106.0,2.0,-106.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,140.5,-110.0,140.5,-110.0,,,,,,,,,,,-2.0,-109.0,2.0,-109.0,140.5,-109.0,140.5,-109.0,-130.0,110.0,,,,,,,,,,,2022
c5398e2cfb8ce375e766552f23185907,2022-03-30T01:30:00Z,Texas A&M Aggies,Washington St Cougars,-1.5,1.5,133.4,-125,105,Texas A&M Aggies,Washington St Cougars,-1.5,,,,,,,,,,,1.5,-110.0,-1.5,-110.0,133.0,-115.0,133.0,-105.0,105.0,-125.0,,,,,,,,,,,,,,,,,,,,,1.5,-110.0,-1.5,-110.0,133.5,-110.0,133.5,-110.0,105.0,-125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,-110.0,134.0,-110.0,1.5,-110.0,-1.5,-110.0,105.0,-125.0,,,,,,,,,,,1.5,-106.0,-1.5,-114.0,132.5,-110.0,132.5,-110.0,105.0,-127.0,1.5,-110.0,-1.5,-110.0,133.5,-110.0,133.5,-110.0,105.0,-125.0,133.5,-103.0,133.5,-112.0,1.5,-104.0,-1.5,-108.0,105.0,-125.0,1.5,-110.0,-1.5,-110.0,133.5,-110.0,133.5,-110.0,,,,,,,,,,,1.5,-109.0,-1.5,-109.0,133.5,-109.0,133.5,-109.0,105.0,-125.0,,,,,,,,,,,2022
bc08ac02e78fed9e629fa99c3101f008,2022-03-27T00:49:00Z,Duke Blue Devils,Arkansas Razorbacks,-3.9,3.9,147.5,-181,151,Duke Blue Devils,Arkansas Razorbacks,-3.9,4.0,-109.0,-4.0,-110.0,147.5,-110.0,147.5,-109.0,150.0,-185.0,4.0,-110.0,-4.0,-110.0,147.5,-110.0,147.5,-110.0,155.0,-179.0,4.0,-109.0,-4.0,-110.0,147.5,-110.0,147.5,-109.0,150.0,-182.0,4.0,-115.0,-4.0,-115.0,147.5,-115.0,147.5,-115.0,145.0,-200.0,4.0,-110.0,-4.0,-110.0,147.5,-110.0,147.5,-110.0,155.0,-179.0,147.5,-110.0,147.5,-109.0,4.0,-109.0,-4.0,-110.0,150.0,-182.0,147.5,-110.0,147.5,-110.0,4.0,-110.0,-4.0,-110.0,155.0,-185.0,147.5,-110.0,147.5,-109.0,4.0,-109.0,-4.0,-110.0,150.0,-182.0,,,,,,,,,,,147.5,-110.0,147.5,-110.0,4.0,-110.0,-4.0,-110.0,150.0,-179.0,147.5,-110.0,147.5,-110.0,3.5,-110.0,-3.5,-110.0,145.0,-175.0,3.5,-106.0,-3.5,-114.0,147.5,-110.0,147.5,-110.0,146.0,-179.0,4.0,-110.0,-4.0,-110.0,147.5,-110.0,147.5,-110.0,155.0,-175.0,,,,,,,,,,,3.5,-110.0,-3.5,-110.0,147.5,-110.0,147.5,-110.0,4.0,-110.0,-4.0,-110.0,147.5,-110.0,147.5,-110.0,155.0,-175.0,,,,,,,,,,,,,,,,,,,,,2022
2879300e3d86e8b7ffc0a2c588f7d824,2022-03-26T22:09:00Z,Villanova Wildcats,Houston Cougars,2.5,-2.5,127.8,124,-147,Houston Cougars,Villanova Wildcats,-2.5,-2.5,-110.0,2.5,-109.0,127.5,-112.0,127.5,-108.0,-147.0,120.0,-2.5,-110.0,2.5,-110.0,128.0,-110.0,128.0,-110.0,-149.0,130.0,-2.5,-110.0,2.5,-109.0,127.5,-112.0,127.5,-108.0,-147.0,125.0,-2.5,-116.0,2.5,-114.0,127.5,-116.0,127.5,-112.0,-154.0,115.0,-2.5,-110.0,2.5,-110.0,128.0,-110.0,128.0,-110.0,-145.0,125.0,127.5,-112.0,127.5,-108.0,-2.5,-110.0,2.5,-109.0,-147.0,125.0,128.0,-110.0,128.0,-110.0,-2.5,-110.0,2.5,-110.0,-145.0,125.0,127.5,-112.0,127.5,-108.0,-2.5,-110.0,2.5,-109.0,-147.0,125.0,128.0,-108.0,128.0,-108.0,-2.5,-111.0,2.5,-101.0,-149.0,130.0,128.0,-110.0,128.0,-110.0,,,,,,,127.5,-110.0,127.5,-110.0,-2.5,-110.0,2.5,-110.0,-145.0,120.0,-2.5,-114.0,2.5,-106.0,128.0,-110.0,128.0,-110.0,-152.0,126.0,-2.5,-110.0,2.5,-110.0,128.0,-110.0,128.0,-110.0,-145.0,125.0,128.0,-108.0,128.0,-108.0,-2.5,-111.0,2.5,-101.0,-149.0,130.0,-3.0,-110.0,3.0,-110.0,127.5,-110.0,127.5,-110.0,-2.5,-110.0,2.5,-110.0,128.0,-110.0,128.0,-110.0,-141.0,120.0,-2.5,-109.0,2.5,-109.0,128.0,-109.0,128.0,-109.0,-145.0,125.0,,,,,,,,,,,2022
83598853e42085ee08abe04ccd894e8c,2022-03-27T21:05:00Z,North Carolina Tar Heels,Saint Peter's Peacocks,-8.5,8.5,137.1,-394,302,North Carolina Tar Heels,Saint Peter's Peacocks,-8.5,8.5,-109.0,-8.5,-110.0,137.0,-109.0,137.0,-110.0,295.0,-385.0,,,,,,,,,,,8.5,-109.0,-8.5,-110.0,137.0,-109.0,137.0,-110.0,295.0,-370.0,8.5,-115.0,-8.5,-115.0,137.0,-114.0,137.0,-115.0,285.0,-417.0,,,,,,,,,,,,,,,,,,,,,137.0,-110.0,137.0,-110.0,8.5,-110.0,-8.5,-110.0,285.0,-400.0,137.0,-109.0,137.0,-110.0,8.5,-109.0,-8.5,-110.0,295.0,-370.0,137.0,-112.0,137.0,-103.0,8.5,-106.0,-8.5,-106.0,315.0,-385.0,137.5,-110.0,137.5,-110.0,9.0,-110.0,-9.0,-110.0,315.0,-417.0,,,,,,,,,,,,,,,,,,,,,8.5,-110.0,-8.5,-110.0,137.5,-110.0,137.5,-110.0,320.0,-400.0,137.0,-112.0,137.0,-103.0,8.5,-106.0,-8.5,-106.0,315.0,-385.0,,,,,,,,,8.5,-110.0,-8.5,-110.0,137.0,-110.0,137.0,-110.0,300.0,-385.0,8.5,-109.0,-8.5,-109.0,137.0,-109.0,137.0,-109.0,300.0,-417.0,,,,,,,,,,,2022
9c9c2576bbedee342817eaf13db3ee13,2022-03-27T18:20:00Z,Kansas Jayhawks,Miami Hurricanes,-5.9,5.9,147.0,-276,219,Kansas Jayhawks,Miami Hurricanes,-5.9,6.0,-109.0,-6.0,-110.0,147.0,-109.0,147.0,-110.0,205.0,-278.0,6.0,-110.0,-6.0,-110.0,146.5,-110.0,146.5,-110.0,215.0,-263.0,6.0,-109.0,-6.0,-110.0,147.0,-109.0,147.0,-110.0,220.0,-278.0,6.0,-115.0,-6.0,-115.0,147.0,-115.0,147.0,-115.0,200.0,-278.0,6.0,-110.0,-6.0,-110.0,147.5,-110.0,147.5,-110.0,230.0,-278.0,147.0,-109.0,147.0,-110.0,6.0,-109.0,-6.0,-110.0,220.0,-278.0,147.0,-110.0,147.0,-110.0,5.5,-110.0,-5.5,-110.0,225.0,-278.0,147.0,-109.0,147.0,-110.0,6.0,-109.0,-6.0,-110.0,220.0,-278.0,,,,,,,,,,,147.5,-110.0,147.5,-110.0,6.0,-110.0,-6.0,-110.0,225.0,-278.0,146.5,-120.0,146.5,100.0,,,,,230.0,-303.0,6.0,-110.0,-6.0,-110.0,147.5,-110.0,147.5,-110.0,205.0,-256.0,5.5,-110.0,-5.5,-110.0,147.5,-110.0,147.5,-110.0,230.0,-270.0,,,,,,,,,,,5.5,-105.0,-5.5,-115.0,146.5,-110.0,146.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
e84935f710dd6c311770a6d2fe68b21c,2022-03-29T02:00:00Z,Fresno St Bulldogs,Southern Utah Thunderbirds,-7.9,7.9,135.4,-333,265,Fresno St Bulldogs,Southern Utah Thunderbirds,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-110.0,-8.0,-110.0,135.5,-110.0,135.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-114.0,-8.0,-106.0,135.0,-110.0,135.0,-110.0,265.0,-333.0,8.0,-110.0,-8.0,-110.0,135.5,-110.0,135.5,-110.0,,,,,,,,,,,,,7.5,-110.0,-7.5,-110.0,135.5,-110.0,135.5,-110.0,,,,,,,,,,,8.0,-109.0,-8.0,-109.0,135.5,-109.0,135.5,-109.0,,,,,,,,,,,,,2022
08379ebd68034069c7ae6b7f62d3e4fe,2022-04-02T22:09:00Z,Kansas Jayhawks,Villanova Wildcats,-4.2,4.2,132.8,-200,168,Kansas Jayhawks,Villanova Wildcats,-4.2,4.5,-110.0,-4.5,-110.0,132.5,-114.0,132.5,-108.0,165.0,-204.0,4.0,-110.0,-4.0,-110.0,133.0,-110.0,133.0,-110.0,165.0,-196.0,4.5,-110.0,-4.5,-110.0,132.5,-114.0,132.5,-108.0,165.0,-200.0,4.5,-114.0,-4.5,-116.0,132.5,-118.0,132.5,-112.0,160.0,-217.0,4.0,-110.0,-4.0,-110.0,134.0,-110.0,134.0,-110.0,170.0,-200.0,132.5,-114.0,132.5,-108.0,4.5,-110.0,-4.5,-110.0,165.0,-200.0,133.0,-105.0,133.0,-115.0,4.5,-110.0,-4.5,-110.0,170.0,-200.0,132.5,-114.0,132.5,-108.0,4.5,-110.0,-4.5,-110.0,165.0,-200.0,133.0,-108.0,133.0,-108.0,4.0,-102.0,-4.0,-110.0,175.0,-204.0,133.0,-108.0,133.0,-108.0,4.5,-108.0,-4.5,-108.0,180.0,-200.0,132.5,-110.0,132.5,-110.0,4.5,-110.0,-4.5,-110.0,165.0,-200.0,,,,,,,,,,,4.0,-110.0,-4.0,-110.0,133.0,-110.0,133.0,-110.0,170.0,-196.0,133.0,-108.0,133.0,-108.0,4.0,-102.0,-4.0,-110.0,175.0,-204.0,4.0,-110.0,-4.0,-110.0,132.5,-115.0,132.5,-105.0,4.0,-110.0,-4.0,-110.0,133.0,-110.0,133.0,-110.0,165.0,-189.0,4.0,-109.0,-4.0,-109.0,133.0,-109.0,133.0,-109.0,165.0,-196.0,,,,,,,,,,,2022
