event_id,commence_time,home_team,away_team,home_spread,away_spread,total_line,home_ml,away_ml,favorite,underdog,spread,fanduel_home_ml,fanduel_away_ml,fanduel_home_spread,fanduel_home_spread_price,fanduel_away_spread,fanduel_away_spread_price,fanduel_over,fanduel_over_price,fanduel_under,fanduel_under_price,draftkings_home_ml,draftkings_away_ml,draftkings_home_spread,draftkings_home_spread_price,draftkings_away_spread,draftkings_away_spread_price,draftkings_over,draftkings_over_price,draftkings_under,draftkings_under_price,barstool_home_ml,barstool_away_ml,barstool_home_spread,barstool_home_spread_price,barstool_away_spread,barstool_away_spread_price,barstool_over,barstool_over_price,barstool_under,barstool_under_price,sugarhouse_home_ml,sugarhouse_away_ml,sugarhouse_home_spread,sugarhouse_home_spread_price,sugarhouse_away_spread,sugarhouse_away_spread_price,sugarhouse_over,sugarhouse_over_price,sugarhouse_under,sugarhouse_under_price,twinspires_home_ml,twinspires_away_ml,twinspires_home_spread,twinspires_home_spread_price,twinspires_away_spread,twinspires_away_spread_price,twinspires_over,twinspires_over_price,twinspires_under,twinspires_under_price,unibet_us_home_ml,unibet_us_away_ml,unibet_us_home_spread,unibet_us_home_spread_price,unibet_us_away_spread,unibet_us_away_spread_price,unibet_us_over,unibet_us_over_price,unibet_us_under,unibet_us_under_price,pointsbetus_home_ml,pointsbetus_away_ml,pointsbetus_home_spread,pointsbetus_home_spread_price,pointsbetus_away_spread,pointsbetus_away_spread_price,pointsbetus_over,pointsbetus_over_price,pointsbetus_under,pointsbetus_under_price,betrivers_home_ml,betrivers_away_ml,betrivers_home_spread,betrivers_home_spread_price,betrivers_away_spread,betrivers_away_spread_price,betrivers_over,betrivers_over_price,betrivers_under,betrivers_under_price,betonlineag_home_ml,betonlineag_away_ml,betonlineag_home_spread,betonlineag_home_spread_price,betonlineag_away_spread,betonlineag_away_spread_price,betonlineag_over,betonlineag_over_price,betonlineag_under,betonlineag_under_price,lowvig_home_ml,lowvig_away_ml,lowvig_home_spread,lowvig_home_spread_price,lowvig_away_spread,lowvig_away_spread_price,lowvig_over,lowvig_over_price,lowvig_under,lowvig_under_price,circasports_home_ml,circasports_away_ml,circasports_home_spread,circasports_home_spread_price,circasports_away_spread,circasports_away_spread_price,circasports_over,circasports_over_price,circasports_under,circasports_under_price,williamhill_us_home_ml,williamhill_us_away_ml,williamhill_us_home_spread,williamhill_us_home_spread_price,williamhill_us_away_spread,williamhill_us_away_spread_price,williamhill_us_over,williamhill_us_over_price,williamhill_us_under,williamhill_us_under_price,bovada_home_ml,bovada_away_ml,bovada_home_spread,bovada_home_spread_price,bovada_away_spread,bovada_away_spread_price,bovada_over,bovada_over_price,bovada_under,bovada_under_price,betus_home_ml,betus_away_ml,betus_home_spread,betus_home_spread_price,betus_away_spread,betus_away_spread_price,betus_over,betus_over_price,betus_under,betus_under_price,superbook_home_ml,superbook_away_ml,superbook_home_spread,superbook_home_spread_price,superbook_away_spread,superbook_away_spread_price,superbook_over,superbook_over_price,superbook_under,superbook_under_price,betmgm_home_ml,betmgm_away_ml,betmgm_home_spread,betmgm_home_spread_price,betmgm_away_spread,betmgm_away_spread_price,betmgm_over,betmgm_over_price,betmgm_under,betmgm_under_price,mybookieag_home_ml,mybookieag_away_ml,mybookieag_home_spread,mybookieag_home_spread_price,mybookieag_away_spread,mybookieag_away_spread_price,mybookieag_over,mybookieag_over_price,mybookieag_under,mybookieag_under_price,wynnbet_home_ml,wynnbet_away_ml,wynnbet_home_spread,wynnbet_home_spread_price,wynnbet_away_spread,wynnbet_away_spread_price,wynnbet_over,wynnbet_over_price,wynnbet_under,wynnbet_under_price,foxbet_home_ml,foxbet_away_ml,foxbet_home_spread,foxbet_home_spread_price,foxbet_away_spread,foxbet_away_spread_price,foxbet_over,foxbet_over_price,foxbet_under,foxbet_under_price,year
8fdd5d6bd5426e35bb799800701491a4,2023-03-16T23:25:00Z,Texas Longhorns,Colgate Raiders,-13.4,13.4,150.5,-1026.0,646.0,Texas Longhorns,Colgate Raiders,-13.4,-1100.0,680.0,-13.5,-108.0,13.5,-112.0,150.5,-110.0,150.5,-110.0,-975.0,675.0,-13.0,-110.0,13.0,-110.0,150.5,-110.0,150.5,-110.0,-910.0,575.0,-13.5,-109.0,13.5,-110.0,150.5,-112.0,150.5,-108.0,-910.0,575.0,-13.5,-109.0,13.5,-110.0,150.5,-112.0,150.5,-108.0,-910.0,575.0,-13.5,-109.0,13.5,-110.0,150.5,-112.0,150.5,-108.0,-910.0,575.0,-13.5,-109.0,13.5,-110.0,150.5,-112.0,150.5,-108.0,-1099.0,700.0,-13.5,-110.0,13.5,-110.0,150.5,-110.0,150.5,-110.0,-910.0,575.0,-13.5,-109.0,13.5,-110.0,150.5,-112.0,150.5,-108.0,-1111.0,700.0,-13.5,-109.0,13.5,-112.0,150.5,-111.0,150.5,-111.0,-1099.0,700.0,-13.5,-104.0,13.5,-108.0,150.5,-108.0,150.5,-108.0,-1000.0,601.0,-13.0,-108.0,13.0,-113.0,150.0,-110.0,150.0,-110.0,-1100.0,700.0,-13.5,-110.0,13.5,-110.0,150.5,-110.0,150.5,-110.0,-1100.0,650.0,-13.5,-110.0,13.5,-110.0,150.5,-110.0,150.5,-110.0,-1100.0,700.0,-13.5,-110.0,13.5,-110.0,150.5,-110.0,150.5,-110.0,-1100.0,700.0,-13.5,-110.0,13.5,-110.0,150.5,-110.0,150.5,-110.0,-1100.0,700.0,-13.5,-110.0,13.5,-110.0,150.5,-105.0,150.5,-115.0,-1000.0,605.0,-13.5,-110.0,13.5,-110.0,151.0,-110.0,151.0,-110.0,,,,,,,,,,,,,,,,,,,,,2023
8e0e39d463ee350fbe62bd2d2e3e01c1,2023-03-16T23:35:00Z,Northwestern Wildcats,Boise State Broncos,-1.6,1.6,127.8,-132.0,109.0,Northwestern Wildcats,Boise State Broncos,-1.6,-130.0,108.0,-1.5,-115.0,1.5,-105.0,127.5,-106.0,127.5,-114.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,128.0,-110.0,128.0,-110.0,-139.0,110.0,-1.5,-114.0,1.5,-106.0,127.5,-107.0,127.5,-113.0,-139.0,110.0,-1.5,-114.0,1.5,-106.0,127.5,-107.0,127.5,-113.0,-139.0,110.0,-1.5,-114.0,1.5,-106.0,127.5,-107.0,127.5,-113.0,-139.0,110.0,-1.5,-114.0,1.5,-106.0,127.5,-107.0,127.5,-113.0,-130.0,110.0,-2.0,-110.0,2.0,-110.0,128.5,-110.0,128.5,-110.0,-139.0,110.0,-1.5,-114.0,1.5,-106.0,127.5,-107.0,127.5,-113.0,-132.0,110.0,-1.5,-111.0,1.5,-111.0,128.0,-111.0,128.0,-111.0,-130.0,110.0,-1.5,-106.0,1.5,-106.0,128.0,-108.0,128.0,-108.0,-132.0,109.0,-1.5,-115.0,1.5,-106.0,128.0,-110.0,128.0,-110.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,128.0,-110.0,128.0,-110.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,128.0,-110.0,128.0,-110.0,,,-1.5,-110.0,1.5,-110.0,128.0,-110.0,128.0,-110.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,128.5,-110.0,128.5,-110.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,127.5,-110.0,127.5,-110.0,-131.0,107.0,-2.0,-110.0,2.0,-110.0,127.5,-110.0,127.5,-110.0,,,,,,,,,,,,,,,,,,,,,2023
1492eafdd635ac508efbc97cc10f7179,2023-03-17T01:20:00Z,Houston Cougars,Northern Kentucky Norse,-18.6,18.6,121.6,-3444.0,1249.0,Houston Cougars,Northern Kentucky Norse,-18.6,-4000.0,1400.0,-17.5,-120.0,17.5,-102.0,121.5,-115.0,121.5,-105.0,-2800.0,1300.0,-19.0,-110.0,19.0,-110.0,121.5,-110.0,121.5,-110.0,-2500.0,1100.0,-19.0,-108.0,19.0,-112.0,122.0,-108.0,122.0,-112.0,-2500.0,1100.0,-19.0,-108.0,19.0,-112.0,122.0,-108.0,122.0,-112.0,-2500.0,1100.0,-19.0,-108.0,19.0,-112.0,122.0,-108.0,122.0,-112.0,-2500.0,1100.0,-19.0,-108.0,19.0,-112.0,122.0,-108.0,122.0,-112.0,,,,,,,,,,,-2500.0,1100.0,-19.0,-108.0,19.0,-112.0,122.0,-108.0,122.0,-112.0,-3333.0,1250.0,-18.5,-111.0,18.5,-111.0,121.5,-115.0,121.5,-105.0,-3030.0,1250.0,-18.5,-106.0,18.5,-106.0,121.5,-113.0,121.5,-103.0,-5000.0,1381.0,,,,,121.0,-110.0,121.0,-110.0,-2400.0,1150.0,-18.0,-110.0,18.0,-110.0,121.5,-110.0,121.5,-110.0,-4000.0,1200.0,-19.0,-110.0,19.0,-110.0,121.5,-110.0,121.5,-110.0,,,-18.5,-110.0,18.5,-110.0,121.5,-110.0,121.5,-110.0,-5000.0,1500.0,-18.5,-110.0,18.5,-110.0,121.5,-110.0,121.5,-110.0,-5000.0,1400.0,-18.5,-110.0,18.5,-110.0,121.5,-110.0,121.5,-110.0,-4600.0,1400.0,-18.5,-110.0,18.5,-110.0,121.5,-110.0,121.5,-110.0,,,,,,,,,,,,,,,,,,,,,2023
5359690e4a939be677bf6e141a3fac95,2023-03-17T01:40:00Z,Tennessee Volunteers,Louisiana Ragin' Cajuns,-11.0,11.0,136.4,-637.0,458.0,Tennessee Volunteers,Louisiana Ragin' Cajuns,-11.0,-690.0,480.0,-10.5,-120.0,10.5,-102.0,136.5,-110.0,136.5,-110.0,-645.0,480.0,-10.5,-115.0,10.5,-105.0,136.0,-110.0,136.0,-110.0,-590.0,440.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-109.0,-590.0,440.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-109.0,-625.0,440.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-109.0,-625.0,440.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-109.0,,,,,,,,,,,-590.0,440.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-650.0,460.0,-11.0,-110.0,11.0,-110.0,136.5,-110.0,136.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-650.0,475.0,-11.5,-110.0,11.5,-110.0,136.5,-110.0,136.5,-110.0,-714.0,481.0,-12.0,-110.0,12.0,-110.0,136.0,-110.0,136.0,-110.0,,,,,,,,,,,,,,,,,,,,,2023
01066a8c9005898ca70a5489590ee7e1,2023-03-17T01:55:00Z,Texas A&M Aggies,Penn State Nittany Lions,-2.6,2.6,134.6,-154.0,126.0,Texas A&M Aggies,Penn State Nittany Lions,-2.6,-142.0,118.0,-2.5,-110.0,2.5,-110.0,134.5,-110.0,134.5,-110.0,-145.0,125.0,-2.5,-115.0,2.5,-105.0,134.5,-105.0,134.5,-115.0,-167.0,130.0,-2.5,-115.0,2.5,-106.0,134.5,-112.0,134.5,-108.0,-167.0,130.0,-2.5,-115.0,2.5,-106.0,134.5,-112.0,134.5,-108.0,-167.0,130.0,-2.5,-115.0,2.5,-106.0,134.5,-112.0,134.5,-108.0,-167.0,130.0,-2.5,-115.0,2.5,-106.0,134.5,-112.0,134.5,-108.0,-145.0,125.0,-2.5,-110.0,2.5,-110.0,134.5,-110.0,134.5,-110.0,-167.0,130.0,-2.5,-115.0,2.5,-106.0,134.5,-112.0,134.5,-108.0,-152.0,129.0,-2.5,-115.0,2.5,-105.0,135.0,-111.0,135.0,-111.0,-150.0,130.0,-2.5,-111.0,2.5,-101.0,135.0,-108.0,135.0,-108.0,-150.0,123.0,,,,,135.0,-113.0,135.0,-108.0,-150.0,126.0,-3.0,-110.0,3.0,-110.0,134.5,-110.0,134.5,-110.0,,,,,,,134.5,-110.0,134.5,-110.0,-145.0,125.0,-2.5,-110.0,2.5,-110.0,134.5,-110.0,134.5,-110.0,-145.0,125.0,-2.5,-110.0,2.5,-110.0,134.5,-110.0,134.5,-110.0,-145.0,120.0,-2.5,-110.0,2.5,-110.0,134.5,-110.0,134.5,-110.0,-153.0,125.0,-3.0,-110.0,3.0,-110.0,134.5,-110.0,134.5,-110.0,,,,,,,,,,,,,,,,,,,,,2023
7160f644e0a210e79c74a65dc02d501c,2023-03-17T02:05:00Z,UCLA Bruins,UNC Asheville Bulldogs,-17.5,17.5,135.8,-2703.0,1143.0,UCLA Bruins,UNC Asheville Bulldogs,-17.5,-3500.0,1280.0,-17.5,-112.0,17.5,-108.0,135.5,-115.0,135.5,-105.0,-2100.0,1100.0,-17.5,-110.0,17.5,-110.0,135.5,-110.0,135.5,-110.0,-2000.0,1050.0,-17.5,-110.0,17.5,-109.0,136.0,-113.0,136.0,-108.0,-2000.0,1050.0,-17.5,-110.0,17.5,-109.0,136.0,-113.0,136.0,-108.0,-2000.0,850.0,-17.5,-110.0,17.5,-109.0,136.0,-113.0,136.0,-108.0,-2000.0,850.0,-17.5,-110.0,17.5,-109.0,136.0,-113.0,136.0,-108.0,-2995.0,1400.0,-17.5,-110.0,17.5,-110.0,136.0,-110.0,136.0,-110.0,-2000.0,1050.0,-17.5,-110.0,17.5,-109.0,136.0,-113.0,136.0,-108.0,-3333.0,1250.0,-17.5,-111.0,17.5,-111.0,135.5,-115.0,135.5,-105.0,-3030.0,1250.0,-17.5,-106.0,17.5,-106.0,135.5,-113.0,135.5,-103.0,-3334.0,1190.0,-17.5,-110.0,17.5,-110.0,136.0,-110.0,136.0,-110.0,-2400.0,1150.0,-17.5,-110.0,17.5,-110.0,136.0,-110.0,136.0,-110.0,,,,,,,136.0,-110.0,136.0,-110.0,-2300.0,1125.0,-17.5,-110.0,17.5,-110.0,136.0,-110.0,136.0,-110.0,-3000.0,1200.0,-17.5,-110.0,17.5,-110.0,136.0,-110.0,136.0,-110.0,-5000.0,1350.0,-17.5,-110.0,17.5,-110.0,135.5,-110.0,135.5,-110.0,-2250.0,1150.0,-17.5,-110.0,17.5,-110.0,135.5,-110.0,135.5,-110.0,,,,,,,,,,,,,,,,,,,,,2023
31d79674c6ade72bb5a27b0db64983b8,2023-03-17T16:15:00Z,Michigan St Spartans,USC Trojans,-1.6,1.6,137.6,-133.0,110.0,Michigan St Spartans,USC Trojans,-1.6,-128.0,106.0,-1.5,-118.0,1.5,-104.0,137.5,-110.0,137.5,-110.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-136.0,110.0,-1.5,-112.0,1.5,-109.0,138.0,-109.0,138.0,-110.0,-136.0,110.0,-1.5,-112.0,1.5,-109.0,138.0,-109.0,138.0,-110.0,-137.0,110.0,-1.5,-112.0,1.5,-109.0,138.0,-109.0,138.0,-110.0,-137.0,110.0,-1.5,-112.0,1.5,-109.0,138.0,-109.0,138.0,-110.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-136.0,110.0,-1.5,-112.0,1.5,-109.0,138.0,-109.0,138.0,-110.0,-128.0,108.0,-1.5,-114.0,1.5,-108.0,137.5,-105.0,137.5,-115.0,-128.0,108.0,-1.5,-109.0,1.5,-103.0,137.5,-103.0,137.5,-113.0,-137.0,113.0,-2.0,-113.0,2.0,-108.0,137.5,-113.0,137.5,-108.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-130.0,110.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-125.0,105.0,-1.5,-110.0,1.5,-110.0,137.5,-110.0,137.5,-110.0,-135.0,110.0,-1.5,-115.0,1.5,-105.0,137.5,-110.0,137.5,-110.0,-151.0,123.0,-2.5,-110.0,2.5,-110.0,137.5,-110.0,137.5,-110.0,-135.0,115.0,-1.5,-108.0,1.5,-108.0,137.5,-108.0,137.5,-108.0,,,,,,,,,,,2023
ddee1226b7d827a1d3c3524c7ff2012f,2023-03-17T16:40:12Z,Xavier Musketeers,Kennesaw St Owls,-12.4,12.4,153.4,-789.0,530.0,Xavier Musketeers,Kennesaw St Owls,-12.4,-1000.0,640.0,-12.5,-110.0,12.5,-110.0,153.5,-115.0,153.5,-105.0,-800.0,575.0,-12.5,-110.0,12.5,-110.0,154.0,-110.0,154.0,-110.0,-715.0,475.0,-12.0,-113.0,12.0,-108.0,153.0,-108.0,153.0,-112.0,-715.0,475.0,-12.0,-113.0,12.0,-108.0,153.0,-108.0,153.0,-112.0,-715.0,460.0,-12.0,-113.0,12.0,-108.0,153.0,-108.0,153.0,-112.0,-715.0,460.0,-12.0,-113.0,12.0,-108.0,153.0,-108.0,153.0,-112.0,-750.0,500.0,-12.5,-110.0,12.5,-110.0,153.0,-110.0,153.0,-110.0,-715.0,475.0,-12.0,-113.0,12.0,-108.0,153.0,-108.0,153.0,-112.0,-769.0,550.0,-12.5,-111.0,12.5,-111.0,153.5,-108.0,153.5,-114.0,-752.0,550.0,-12.5,-106.0,12.5,-106.0,153.5,-105.0,153.5,-111.0,-910.0,577.0,-12.5,-113.0,12.5,-108.0,154.0,-110.0,154.0,-110.0,-750.0,525.0,-12.5,-110.0,12.5,-110.0,154.0,-110.0,154.0,-110.0,-850.0,550.0,-12.5,-110.0,12.5,-110.0,153.0,-110.0,153.0,-110.0,-775.0,525.0,-12.5,-110.0,12.5,-110.0,153.5,-110.0,153.5,-110.0,-800.0,550.0,-12.5,-110.0,12.5,-110.0,153.5,-110.0,153.5,-110.0,-800.0,550.0,-12.5,-115.0,12.5,-105.0,153.5,-110.0,153.5,-110.0,-833.0,547.0,-12.5,-110.0,12.5,-110.0,154.0,-110.0,154.0,-110.0,-833.0,560.0,-12.5,-112.0,12.5,-104.0,154.0,-108.0,154.0,-108.0,,,,,,,,,,,2023
34f3b0d8411a2d868e0411cd03821fdc,2023-03-17T17:30:55Z,Baylor Bears,UC Santa Barbara Gauchos,-10.5,10.5,141.6,-620.0,447.0,Baylor Bears,UC Santa Barbara Gauchos,-10.5,-610.0,440.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-580.0,440.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-625.0,460.0,-10.5,-110.0,10.5,-110.0,141.5,-112.0,141.5,-109.0,-625.0,460.0,-10.5,-110.0,10.5,-110.0,141.5,-112.0,141.5,-109.0,-670.0,450.0,-10.5,-110.0,10.5,-110.0,141.5,-112.0,141.5,-109.0,-670.0,450.0,-10.5,-110.0,10.5,-110.0,141.5,-112.0,141.5,-109.0,-625.0,450.0,-11.0,-110.0,11.0,-110.0,141.5,-110.0,141.5,-110.0,-625.0,460.0,-10.5,-110.0,10.5,-110.0,141.5,-112.0,141.5,-109.0,-625.0,460.0,-10.5,-112.0,10.5,-109.0,141.5,-111.0,141.5,-111.0,-599.0,460.0,-10.5,-108.0,10.5,-104.0,141.5,-108.0,141.5,-108.0,-667.0,447.0,-10.5,-115.0,10.5,-106.0,142.5,-108.0,142.5,-113.0,-600.0,430.0,-10.0,-110.0,10.0,-110.0,141.5,-110.0,141.5,-110.0,-600.0,425.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-580.0,430.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-600.0,450.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-600.0,425.0,-10.5,-110.0,10.5,-110.0,141.5,-110.0,141.5,-110.0,-640.0,470.0,-11.0,-110.0,11.0,-110.0,142.0,-110.0,142.0,-110.0,,,,,,,142.0,-108.0,142.0,-108.0,,,,,,,,,,,2023
e9976450216ef6bfbb48b387921476b0,2023-03-17T18:00:17Z,Saint Mary's Gaels,VCU Rams,-4.1,4.1,122.4,-188.0,156.0,Saint Mary's Gaels,VCU Rams,-4.1,-192.0,158.0,-4.5,-105.0,4.5,-115.0,122.5,-110.0,122.5,-110.0,-180.0,155.0,-4.0,-110.0,4.0,-110.0,122.5,-110.0,122.5,-110.0,-180.0,148.0,-4.0,-110.0,4.0,-110.0,122.0,-112.0,122.0,-108.0,-180.0,148.0,-4.0,-110.0,4.0,-110.0,122.0,-112.0,122.0,-108.0,-180.0,148.0,-4.0,-110.0,4.0,-110.0,122.0,-112.0,122.0,-108.0,-180.0,148.0,-4.0,-110.0,4.0,-110.0,122.0,-112.0,122.0,-108.0,,,,,,,,,,,-180.0,148.0,-4.0,-110.0,4.0,-110.0,122.0,-112.0,122.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-195.0,162.0,-4.0,-110.0,4.0,-110.0,122.5,-110.0,122.5,-110.0,-195.0,165.0,-4.0,-110.0,4.0,-110.0,123.0,-110.0,123.0,-110.0,,,,,,,,,,,-200.0,175.0,-4.5,-110.0,4.5,-110.0,123.0,-110.0,123.0,-110.0,,,,,,,,,,,-208.0,166.0,-4.5,-110.0,4.5,-110.0,122.5,-110.0,122.5,-110.0,,,,,,,,,,,,,,,,,,,,,2023
c956ccfc8537b08640a1b8f8ce10390b,2023-03-17T18:45:25Z,Marquette Golden Eagles,Vermont Catamounts,-10.3,10.3,143.6,-596.0,429.0,Marquette Golden Eagles,Vermont Catamounts,-10.3,-580.0,420.0,-10.5,-105.0,10.5,-115.0,143.5,-115.0,143.5,-105.0,-600.0,450.0,-10.5,-110.0,10.5,-110.0,144.0,-110.0,144.0,-110.0,-590.0,410.0,-10.0,-108.0,10.0,-113.0,143.0,-112.0,143.0,-108.0,-590.0,410.0,-10.0,-108.0,10.0,-113.0,143.0,-112.0,143.0,-108.0,-590.0,410.0,-10.0,-108.0,10.0,-113.0,143.0,-112.0,143.0,-108.0,-590.0,410.0,-10.0,-108.0,10.0,-113.0,143.0,-112.0,143.0,-108.0,-575.0,425.0,-10.0,-110.0,10.0,-110.0,144.0,-110.0,144.0,-110.0,-590.0,410.0,-10.0,-108.0,10.0,-113.0,143.0,-112.0,143.0,-108.0,-625.0,460.0,-10.5,-105.0,10.5,-115.0,143.0,-115.0,143.0,-105.0,-599.0,460.0,-10.5,-101.0,10.5,-111.0,143.0,-113.0,143.0,-103.0,-589.0,406.0,,,,,144.5,-108.0,144.5,-113.0,-600.0,430.0,-10.5,-110.0,10.5,-110.0,144.0,-110.0,144.0,-110.0,-600.0,425.0,-10.0,-110.0,10.0,-110.0,143.5,-110.0,143.5,-110.0,-550.0,415.0,-10.5,-110.0,10.5,-110.0,144.0,-110.0,144.0,-110.0,-600.0,450.0,-10.5,-110.0,10.5,-110.0,144.0,-110.0,144.0,-110.0,-650.0,450.0,-10.5,-110.0,10.5,-110.0,143.5,-110.0,143.5,-110.0,-588.0,416.0,-10.5,-110.0,10.5,-110.0,144.0,-110.0,144.0,-110.0,-625.0,460.0,-10.5,-108.0,10.5,-108.0,144.0,-108.0,144.0,-108.0,,,,,,,,,,,2023
f06b6f6cd6a33f0b2600c9df12608b67,2023-03-17T19:10:00Z,Iowa State Cyclones,Pittsburgh Panthers,-4.5,4.5,131.1,-192.0,160.0,Iowa State Cyclones,Pittsburgh Panthers,-4.5,-184.0,152.0,-4.5,-104.0,4.5,-118.0,130.5,-115.0,130.5,-105.0,-195.0,165.0,-4.5,-110.0,4.5,-110.0,131.5,-110.0,131.5,-110.0,-190.0,155.0,-4.5,-112.0,4.5,-109.0,130.5,-110.0,130.5,-110.0,-190.0,155.0,-4.5,-112.0,4.5,-109.0,130.5,-110.0,130.5,-110.0,-190.0,155.0,-4.5,-112.0,4.5,-109.0,130.5,-110.0,130.5,-110.0,-190.0,155.0,-4.5,-112.0,4.5,-109.0,130.5,-110.0,130.5,-110.0,-190.0,150.0,-4.5,-110.0,4.5,-110.0,131.5,-110.0,131.5,-110.0,-190.0,155.0,-4.5,-112.0,4.5,-109.0,130.5,-110.0,130.5,-110.0,-192.0,165.0,-4.5,-111.0,4.5,-111.0,131.5,-111.0,131.5,-111.0,-190.0,165.0,-4.5,-106.0,4.5,-106.0,131.5,-108.0,131.5,-108.0,-205.0,164.0,-4.5,-110.0,4.5,-110.0,130.5,-113.0,130.5,-108.0,-195.0,162.0,-4.5,-110.0,4.5,-110.0,131.5,-110.0,131.5,-110.0,-185.0,160.0,-4.5,-110.0,4.5,-110.0,131.5,-110.0,131.5,-110.0,-185.0,160.0,-4.5,-110.0,4.5,-110.0,131.5,-110.0,131.5,-110.0,-190.0,170.0,-4.5,-110.0,4.5,-110.0,132.0,-110.0,132.0,-110.0,-190.0,155.0,-4.5,-105.0,4.5,-115.0,131.5,-110.0,131.5,-110.0,-200.0,161.0,-4.5,-110.0,4.5,-110.0,131.0,-110.0,131.0,-110.0,-200.0,168.0,-4.0,-108.0,4.0,-108.0,131.5,-108.0,131.5,-108.0,,,,,,,,,,,2023
5a77f7aa09361bf33b4a96f1c21e3e9a,2023-03-17T20:00:00Z,Creighton Bluejays,NC State Wolfpack,-5.1,5.1,148.8,-226.0,186.0,Creighton Bluejays,NC State Wolfpack,-5.1,-225.0,184.0,-5.5,-105.0,5.5,-115.0,148.5,-110.0,148.5,-110.0,-215.0,185.0,-5.0,-110.0,5.0,-110.0,148.5,-110.0,148.5,-110.0,-235.0,190.0,-5.0,-113.0,5.0,-108.0,149.0,-110.0,149.0,-110.0,-235.0,190.0,-5.0,-113.0,5.0,-108.0,149.0,-110.0,149.0,-110.0,-235.0,190.0,-5.0,-113.0,5.0,-108.0,149.0,-110.0,149.0,-110.0,-235.0,190.0,-5.0,-113.0,5.0,-108.0,149.0,-110.0,149.0,-110.0,-225.0,185.0,-5.0,-110.0,5.0,-110.0,148.5,-110.0,148.5,-110.0,-235.0,190.0,-5.0,-113.0,5.0,-108.0,149.0,-110.0,149.0,-110.0,-222.0,190.0,-5.0,-112.0,5.0,-109.0,148.5,-115.0,148.5,-105.0,-220.0,190.0,-5.0,-108.0,5.0,-104.0,148.5,-113.0,148.5,-103.0,-233.0,187.0,,,,,149.0,-110.0,149.0,-110.0,-230.0,195.0,-5.0,-115.0,5.0,-105.0,149.0,-110.0,149.0,-110.0,,,,,,,149.0,-110.0,149.0,-110.0,-220.0,180.0,-5.0,-110.0,5.0,-110.0,149.0,-110.0,149.0,-110.0,-210.0,180.0,-5.0,-110.0,5.0,-110.0,149.0,-110.0,149.0,-110.0,-225.0,185.0,-5.5,-110.0,5.5,-110.0,149.5,-105.0,149.5,-115.0,-222.0,177.0,-5.0,-110.0,5.0,-110.0,148.5,-110.0,148.5,-110.0,-213.0,180.0,-5.0,-108.0,5.0,-108.0,148.5,-108.0,148.5,-108.0,,,,,,,,,,,2023
